img_dir_path,img_name,img_height,img_width,mask_label,polygon_points
/ssd_scratch/cvit/chocolite/OPMDData/Set12/,160794712159_1_top.png,1784,1763,Mouth,"[(552.6, 16.4), (418.5, 173.3), (286.9, 112.5), (117.38, 476.96), (36.41, 752.79), (38.94, 1175.38), (102.2, 1587.85), (211.01, 1757.4), (1157.42, 1775.11), (1218.15, 1635.93), (1273.82, 1501.82), (1301.65, 1430.96), (1357.32, 1372.76), (1453.48, 1365.17), (1534.46, 1382.88), (1597.72, 1451.21), (1660.98, 1223.46), (1744.49, 1147.55), (1741.96, 967.88), (1729.31, 871.72), (1741.96, 654.1), (1610.37, 373.21), (1468.67, 148.0), (1390.22, 241.63), (1291.53, 259.34), (1223.21, 244.16), (1144.76, 168.24), (1104.27, 89.8), (1086.56, 13.88)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,532715754143_1_right.jpg,4160,1920,Mouth,"[(451.37, 1898.3), (127.38, 1684.47), (23.71, 1580.79), (43.15, 906.9), (192.18, 764.34), (367.13, 602.35), (451.37, 427.4), (438.41, 310.76), (684.64, 207.08), (885.51, 116.37), (1222.46, 83.97), (1442.77, 122.85), (1740.84, 317.24), (1876.92, 569.95), (1902.84, 647.71), (1896.36, 1937.18), (1682.52, 2034.37), (1365.02, 2053.81), (904.95, 2060.29)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,632397407395_1_right.jpg,3264,2448,Mouth,"[(98.01, 1326.84), (286.13, 1769.16), (504.74, 2018.28), (758.95, 2053.87), (1150.43, 2028.45), (1511.4, 1987.78), (1674.09, 1820.0), (1918.13, 1499.7), (1953.72, 1189.57), (1984.22, 665.91), (1968.97, 457.46), (1699.51, 315.11), (1577.49, 30.4), (525.08, 50.73), (504.74, 208.34), (347.14, 426.96), (164.11, 528.64), (77.68, 548.98)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,070269272802_1_bottom.jpg,4160,3120,Mouth1,"[(85.91, 939.3), (254.39, 401.48), (772.77, 90.45), (1543.86, 38.61), (2172.39, 90.45), (2651.89, 608.83), (2807.41, 1321.6), (2690.77, 1619.67), (2723.17, 2053.81), (2438.06, 2526.84), (1453.14, 2727.71), (714.45, 2552.75), (273.83, 2338.92), (85.91, 1483.6)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set12/,152572005866_1_top.png,1378,1563,Mouth,"[(285.6, 143.9), (243.3, 143.9), (245.69, 200.19), (283.22, 345.61), (285.57, 462.89), (219.89, 587.2), (135.45, 643.5), (62.74, 652.88), (72.13, 725.59), (46.32, 824.1), (0.0, 865.8), (0.0, 872.3), (11.14, 985.94), (11.14, 1105.57), (79.16, 1152.48), (219.89, 1215.81), (355.93, 1260.37), (651.47, 1304.94), (890.72, 1330.74), (1193.29, 1304.94), (1343.4, 1250.99), (1451.3, 1182.97), (1549.81, 1112.6), (1556.85, 758.43), (1488.83, 753.74), (1420.81, 725.59), (1390.31, 673.99), (1383.28, 610.66), (1395.01, 540.29), (1420.81, 484.0), (1465.37, 439.44), (1519.32, 411.29), (1554.5, 378.45), (1554.5, 251.79), (1509.94, 200.19), (1193.29, 174.39), (911.83, 99.33), (613.94, 127.48), (353.6, 136.9)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set12/,122266942398_1_top.png,1926,2901,Mouth,"[(1182.02, 295.57), (903.37, 252.95), (598.49, 187.39), (346.06, 302.13), (191.98, 492.27), (155.92, 738.14), (149.36, 1000.41), (182.14, 1197.1), (198.53, 1308.57), (428.01, 1220.05), (605.04, 1161.04), (791.91, 1154.49), (900.09, 1203.66), (991.88, 1279.06), (1031.22, 1459.37), (1011.55, 1639.67), (890.25, 1790.48), (821.41, 1856.04), (939.43, 1869.15), (1093.51, 1895.38), (1241.03, 1911.77), (1732.78, 1921.61), (1745.89, 1816.7), (1798.34, 1656.06), (1965.54, 1551.16), (2155.68, 1551.16), (2299.92, 1633.12), (2391.71, 1715.07), (2496.62, 1551.16), (2529.4, 1403.64), (2572.02, 1174.16), (2575.3, 911.89), (2509.73, 682.41), (2447.45, 485.71), (2286.81, 348.02), (2103.22, 289.01), (1847.52, 252.95), (1588.53, 249.68), (1395.11, 259.51)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,895890183280_1_bottom.jpg,4160,3120,Mouth1,"[(610.77, 2500.92), (610.77, 2500.92), (928.28, 1814.06), (1744.73, 1192.01), (2276.07, 880.98), (2412.14, 829.14), (2451.02, 1101.29), (2276.07, 1250.32), (1751.21, 1548.39), (1628.09, 1677.99), (1595.69, 1930.7), (1790.09, 2092.69), (2120.55, 2475.0), (2263.11, 2889.7), (2159.43, 3071.13), (1958.56, 3200.73), (1958.56, 3200.73), (1880.8, 3388.64), (1880.8, 3388.64), (1634.57, 3472.88), (1634.57, 3472.88), (1168.03, 3388.64), (1168.03, 3388.64), (688.53, 3084.09)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,347298139148_1_right.jpg,3264,2448,Mouth,"[(184.45, 1209.91), (428.48, 1474.28), (708.11, 1499.7), (1069.08, 1535.29), (1562.24, 1448.86), (1791.02, 1265.84), (1852.03, 777.76), (1831.7, 559.14), (1608.0, 371.03), (1608.0, 350.7), (1567.32, 213.42), (1587.66, 116.83), (1587.66, 111.74), (1424.97, 10.06), (316.63, 15.14), (316.63, 15.14), (336.97, 111.74), (357.3, 193.09), (225.12, 396.45), (225.12, 396.45), (128.52, 579.48)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,066239283287_1_left.jpg,2051,2554,Mouth,"[(11.4, 12.2), (2537.62, 19.45), (2535.19, 1343.14), (2186.09, 1852.26), (1786.07, 2031.66), (1126.65, 2031.66), (610.26, 1828.01), (13.87, 1304.35)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,640147331459_1_top.jpg,4160,3120,Mouth1,"[(34.08, 680.11), (176.63, 1094.81), (176.63, 1094.81), (377.5, 1509.51), (792.21, 1587.27), (934.76, 1827.02), (1317.07, 2138.05), (1433.7, 1963.1), (1433.7, 1963.1), (1764.17, 1976.06), (2075.2, 2086.21), (2282.55, 2196.37), (2451.02, 1729.83), (2846.29, 1418.8), (3066.6, 770.82), (2988.84, 304.28), (2988.84, 304.28), (2528.78, 64.53), (2444.54, 45.09), (2444.54, 45.09), (27.6, 32.13)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set12/,130730627275_1_right.png,1108,1731,Mouth,"[(1114.4, 17.5), (1244.82, 110.26), (1335.97, 162.12), (1442.84, 335.0), (1596.86, 462.3), (1680.16, 738.91), (1659.73, 1100.39), (11.09, 1103.53), (9.52, 8.1)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,071703024416_1_others2.png,542,499,Mouth,"[(159.81, 11.56), (232.2, 72.42), (293.7, 150.58), (348.16, 252.45), (366.1, 307.54), (334.71, 360.08), (281.53, 415.17), (220.03, 462.58), (169.42, 499.1), (118.8, 527.93), (95.1, 530.49), (82.93, 517.68), (70.11, 496.54), (60.5, 480.52), (54.1, 458.74), (36.8, 432.47), (33.6, 406.2), (36.8, 375.45), (41.92, 345.98), (64.35, 316.51), (88.05, 297.29), (102.79, 284.48), (93.18, 258.21), (68.19, 203.11), (53.46, 153.78), (30.39, 86.51), (34.24, 43.59), (45.77, 19.24), (67.55, 3.23), (132.9, 3.23)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,020997236940_1_others2.png,1491,2704,Mouth,"[(75.69, 20.14), (99.27, 224.52), (46.86, 622.81), (39.0, 1285.74), (39.0, 1343.39), (112.37, 1359.11), (120.23, 1411.51), (149.06, 1482.26), (1326.0, 1477.9), (1913.8, 1483.1), (1954.44, 1346.01), (1985.88, 1191.41), (2232.19, 1044.67), (2486.36, 932.0), (2656.68, 777.4), (2654.06, 567.78), (2630.48, 426.28), (2564.97, 297.89), (2368.45, 187.84), (2122.14, 114.47), (2019.95, 7.04), (1820.8, 14.9), (1807.7, 51.58), (1642.62, 20.14), (1590.22, 7.04), (1206.8, 13.1), (881.2, 7.9)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set12/,116763781647_1_bottom.png,3024,4032,Mouth,"[(1158.26, 1154.69), (1061.75, 768.65), (1097.5, 371.88), (1183.28, 203.88), (1365.58, 60.9), (1744.48, 39.45), (2066.18, 85.92), (2402.18, 261.07), (2566.6, 529.16), (2691.71, 815.11), (2741.75, 1179.71), (2716.73, 1336.99), (2645.24, 1512.14), (2573.75, 1698.01), (2466.52, 1937.5), (2234.18, 2223.45), (2005.41, 2362.86), (1712.31, 2395.03), (1458.52, 2355.71), (1283.37, 2241.33), (1101.07, 2134.09), (986.69, 1987.54), (954.52, 1826.69), (947.37, 1669.41), (947.37, 1547.88), (983.11, 1444.22), (1036.73, 1347.71), (1126.09, 1240.48)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,079739991149_1_others.jpg,4160,1920,Mouth,"[(23.71, 1075.37), (153.3, 466.27), (529.13, 109.89), (671.68, 64.53), (1203.02, 38.61), (1520.53, 187.64), (1805.64, 524.59), (1889.88, 965.22), (1902.84, 2053.81), (1760.28, 2539.79), (1410.37, 2967.46), (1190.06, 3084.09), (632.8, 3051.69), (295.86, 2837.86), (289.38, 2837.86), (56.11, 2546.27), (10.75, 1775.18)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,148876096229_1_others2.jpg,4160,3120,Mouth,"[(1116.19, 148.77), (1375.38, 245.96), (1764.17, 498.67), (2295.51, 1023.53), (2457.5, 1373.44), (2438.06, 1697.43), (2282.55, 2060.29), (2055.76, 2306.52), (1738.25, 2539.79), (1543.86, 2643.47), (1349.46, 2552.75), (1219.87, 2656.43), (1044.92, 2753.63), (967.16, 2837.86), (857.0, 2695.31), (792.21, 2455.56), (818.12, 2144.53), (947.72, 1723.35), (1135.63, 1496.55), (1291.15, 1386.4), (1595.69, 1250.32), (1459.62, 1049.45), (1245.79, 790.26), (1245.79, 790.26), (999.56, 563.47), (986.6, 271.88)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,443541289884_1_top.jpg,4160,1920,Mouth,"[(10.75, 770.82), (127.38, 595.87), (380.09, 375.56), (593.93, 271.88), (593.93, 271.88), (801.28, 258.92), (1008.63, 375.56), (1254.86, 271.88), (1462.21, 284.84), (1708.44, 479.23), (1902.84, 667.15), (1902.84, 667.15), (1909.31, 2163.97), (1909.31, 2163.97), (1805.64, 2287.08), (1799.16, 2500.92), (1786.2, 2572.19), (898.47, 2487.96), (282.9, 2500.92), (373.61, 2397.24), (360.65, 2189.89), (231.06, 2040.85), (23.71, 1865.9)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,219155578256_1_bottom.jpg,3264,2448,Mouth,"[(11.59, 1077.72), (62.43, 1758.99), (204.78, 2231.82), (443.73, 2928.34), (825.04, 3233.39), (1821.53, 3223.22), (2075.73, 2979.18), (2431.62, 2409.76), (2401.12, 2308.08), (1125.01, 1738.66), (1064.0, 1677.65), (1160.59, 1626.81), (1160.59, 1626.81), (1424.97, 1682.73), (1648.67, 1748.83), (2436.71, 1992.86), (2441.79, 15.14), (21.75, 15.14), (21.75, 15.14)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,501544893403_1_others.jpg,4160,1920,Mouth,"[(0.0, 2995.4), (146.82, 3129.45), (509.69, 3304.41), (801.28, 3382.16), (1306.7, 3297.93), (1611.25, 3239.61), (1902.84, 3025.78), (1889.88, 6.21), (1889.88, 6.21), (205.14, 32.13), (17.23, 375.56), (0.0, 2695.51)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set12/,187760120976_1_bottom.png,1735,2232,Mouth,"[(120.32, 62.14), (43.53, 395.85), (31.72, 918.56), (37.63, 1302.48), (191.19, 1317.25), (306.37, 1388.12), (356.57, 1529.88), (332.95, 1715.93), (1673.7, 1721.83), (1682.56, 1630.28), (1712.09, 1453.09), (1771.15, 1373.36), (1815.45, 1199.12), (1836.12, 1036.69), (1833.17, 891.99), (1847.93, 800.44), (1918.81, 717.75), (1850.89, 605.53), (1756.39, 457.87), (1635.3, 168.45), (1534.9, 14.89), (176.43, 17.84)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,298986035375_1_others.jpg,4160,1920,Mouth,"[(23.71, 155.25), (127.38, 32.13), (1539.97, 19.17), (1786.2, 220.04), (1876.92, 531.07), (1889.88, 764.34), (1889.88, 2325.96), (1838.04, 2552.75), (1689.0, 2870.26), (1436.29, 2999.86), (1021.59, 3122.97), (470.81, 3038.74), (179.22, 2967.46), (23.71, 2701.79)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,008449240133_1_right.jpg,3264,2448,Mouth,"[(331.88, 945.54), (474.24, 294.77), (657.27, 10.06), (1892.71, 10.06), (2146.91, 213.42), (2192.67, 533.72), (2131.66, 976.04), (1989.3, 1413.27), (1989.3, 1453.95), (1735.1, 1433.61), (1613.08, 1565.8), (1562.24, 1642.06), (1160.59, 1240.42), (1002.99, 1220.08), (911.47, 1230.25), (947.06, 1342.1), (1099.59, 1591.22), (1328.37, 1809.84), (1552.07, 1997.95), (1699.51, 2145.39), (1770.69, 2267.41), (1704.59, 2425.01), (1526.65, 2501.27), (1125.01, 2552.12), (789.45, 2455.52), (591.17, 2247.07), (448.82, 1840.34), (316.63, 1209.91)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,807155538019_1_others.jpg,1032,774,Mouth1,"[(6.76, 448.5), (96.78, 241.13), (225.38, 143.08), (418.28, 73.95), (583.85, 93.24), (733.34, 147.9), (734.95, 149.51), (773.53, 236.31), (771.92, 757.13), (667.44, 869.66), (567.77, 924.31), (410.24, 956.46), (220.56, 911.45), (8.37, 733.02), (8.37, 733.02)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,130938912737_1_top.jpg,4160,3120,Mouth1,"[(150.71, 1068.89), (150.71, 1068.89), (371.02, 615.31), (740.37, 265.4), (1245.79, 200.6), (1725.29, 148.77), (2224.23, 226.52), (2561.18, 446.84), (2749.09, 829.14), (2664.85, 1392.88), (2541.74, 1878.86), (2379.74, 2345.4), (2276.07, 2624.03), (1893.76, 2656.43), (1660.49, 2675.87), (1479.06, 2798.98), (1122.67, 2915.62), (824.6, 2837.86), (701.49, 2656.43), (539.5, 2578.67), (422.86, 2455.56), (234.95, 1671.51), (163.67, 1315.12)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,025048150736_1_bottom.png,1687,2070,Mouth,"[(407.23, 28.67), (256.48, 165.07), (96.15, 318.21), (16.7, 400.0), (14.4, 565.1), (12.4, 1493.13), (91.37, 1646.28), (191.2, 1670.2), (980.6, 1675.0), (1790.3, 1682.2), (1929.12, 1658.24), (2060.73, 1607.99), (2058.34, 351.72), (1933.91, 150.71), (1823.83, 14.32)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set12/,237778334152_1_left.jpg,226,292,Mouth,"[(1.1, 0.9), (290.7, 0.7), (289.7, 225.0), (1.5, 224.1)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,631766653504_1_left.jpg,3264,2448,Mouth,"[(199.7, 1448.86), (372.56, 945.54), (621.68, 416.79), (906.39, 15.14), (2436.71, 10.06), (2431.62, 1087.89), (2370.61, 1459.03), (2350.28, 1845.42), (2340.11, 2125.05), (2319.77, 2521.61), (2279.1, 2796.15), (2106.24, 2989.35), (1867.29, 3177.46), (1638.5, 3243.56), (1094.5, 3085.95), (835.21, 2882.58), (489.49, 2435.18), (245.45, 1855.59)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,235498887325_1_others.jpg,3264,2448,Mouth,"[(296.3, 30.4), (265.79, 345.61), (245.45, 625.24), (296.3, 1057.39), (408.15, 1392.94), (647.1, 1621.72), (957.23, 1677.65), (1435.14, 1647.14), (1765.6, 1621.72), (1907.96, 1479.37), (2106.24, 1128.56), (2218.09, 493.05), (2157.08, 30.4)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,020139710869_1_top.png,577,689,Mouth,"[(35.49, 577.0), (6.27, 530.43), (2.34, 397.84), (24.93, 373.29), (27.88, 361.51), (31.81, 339.9), (19.04, 326.15), (5.29, 319.27), (4.31, 314.36), (5.29, 170.97), (61.27, 155.26), (117.25, 120.88), (120.2, 96.33), (127.1, 68.8), (146.71, 56.06), (183.05, 24.64), (238.05, 3.03), (276.36, 4.99), (646.62, 4.99), (637.78, 26.6), (632.87, 60.97), (657.42, 95.35), (682.96, 113.03), (689.0, 173.47), (689.0, 264.45), (685.9, 572.66), (328.13, 577.0)]"
